qualification_id,call_id,lead_id,product_type,coverage_type,date_of_birth,zip_code,current_coverage_status,household_size,annual_income,aca_eligible,aca_subsidy_eligible,transfer_completed,transfer_agent_id,created_at
67dbb890-50a7-42e8-ac80-f8bd607ec523,e4afd501-6a42-4309-80cd-c35e06e5015b,904051ff-90d5-496f-9806-cd73e202706d,health,HDHP,1985-01-07,60930,HDHP,2,157047,False,False,True,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,2026-03-27T22:44:59.520325
da570036-3d6e-45ac-86cb-fe39eb55d1dd,0d966763-92fa-4dd1-9e85-f6fe56956af0,b9dbc2b1-7ba2-455a-90db-ea510f02cb04,life,Universal,1955-05-18,32245,Universal,1,69903,False,False,False,,2026-04-05T18:07:30.520325
66448f64-22a3-41d8-8fac-9faec94edfe3,2f67eafa-9fa7-474d-936d-fb65fc658686,2b6b6546-d678-421c-aa41-cf98798266a6,health,Medicare Supplement,1998-09-06,42763,Medicare Supplement,2,194200,False,False,False,,2026-02-13T07:46:13.520325
44fc99f4-d7a0-4e15-ae7a-1bc8e8bfd29e,bcbcf812-1491-4118-bd6c-60aaf4ebe423,b9dbc2b1-7ba2-455a-90db-ea510f02cb04,life,Universal,1955-05-18,32245,Universal,1,69903,False,False,False,,2026-05-18T07:23:43.520325
0dcfa254-86fc-4c60-8dd3-50cb96da0cae,55b34fb7-2650-42ea-af30-89c672ed78b1,b19867b3-944d-425f-93ce-caab3de997cc,health,HDHP,1987-12-19,48206,HDHP,4,62068,True,True,False,,2026-05-18T18:33:20.520325
d4ee1a07-2ad0-45fd-9749-5e82205edefd,f4a063f3-f514-493e-9000-53d52682aee4,b881fa13-ed2b-486a-8d07-bfed27384d74,home,None,1986-09-20,21123,None,6,117194,True,False,False,,2026-07-02T03:02:54.520325
e1c7c558-0afa-48a8-976a-5e4b5360c614,abbf5284-16e4-45a9-9e19-a34b5dc521e7,ffa9765e-134a-461b-9b06-56582ea5aae0,health,PPO,1956-04-19,41005,PPO,4,35692,True,True,False,,2026-06-14T14:49:27.520325
f1f8615c-8f1e-42de-b5c3-c94a0f7acf93,1962b1f0-750d-4699-a984-91a3fcf12c56,756578f5-6053-458f-a405-a85d160853d1,health,HDHP,1994-10-14,99550,HDHP,6,30966,True,True,False,,2026-02-17T16:25:00.520325
368ad42f-7b6b-45d0-ac8c-c9fb2c6f3e2f,2116c558-a90c-4090-a5e3-06522b3f8939,007c7d61-fff8-4fd4-89d4-f74be2517f97,health,None,1958-03-28,61850,None,5,34615,True,True,True,283e7eb4-1af3-4954-98a5-25201c2aeadd,2026-05-22T18:15:35.520325
0b3e5742-e89a-417d-8b65-5b23accc3667,2a00af6c-b011-4a63-b136-a5db99790332,5e859b80-0cd5-41dd-a9d1-11c7ab800ca2,life,Whole,2002-07-01,77488,Whole,6,32392,True,True,False,,2026-06-17T09:19:48.520325
39c063a3-cb6c-496f-8c0f-292a7e39841b,bd18f29d-b032-42db-af16-25807d0a36d8,d159da94-f43c-414b-94e7-ff6d2155bad0,health,Medicare Supplement,1961-07-05,10369,Medicare Supplement,2,33690,True,True,False,,2026-07-01T11:53:25.520325
bb49e7f7-7572-4d71-93ff-069bc85de90c,9f0c99c0-5bfe-405f-9800-0e9758439304,b7530d36-3ad2-4aac-87b0-6e57de89167f,life,Whole,1957-04-13,83307,Whole,5,21427,True,True,False,,2026-04-27T22:56:27.520325
c25a8544-bb7d-4270-b9ae-eac72b169aef,e4e0a301-c53f-413f-8da8-eceee5d21ecf,b4cb22f1-c4b8-4ad4-852c-97593ac15a4c,health,Medicaid,1962-08-08,36760,Medicaid,5,16931,True,True,False,,2026-02-08T07:32:32.520325
8bf32afa-50b7-43b0-a22a-21acf76a4530,bff56767-5385-484b-9184-db3635143fce,68d0e8a1-715f-42ea-be5a-fc988f1ef5b8,home,Renters,1961-04-23,19575,Renters,4,124137,False,False,False,,2026-02-12T14:26:16.520325
5e3991e4-1c02-48e0-b97f-549502166af6,9963e1f6-fce5-43e1-9a9c-ea0519a3e6a1,76d2fc13-f70c-4f23-866f-bb31ff8a6da5,home,HO-3,2002-09-17,71589,HO-3,1,30533,True,True,False,,2026-04-22T05:02:32.520325
5ebcd83d-87ff-403b-b1ca-19952a077512,0e145474-6b0b-4ee7-9421-aea2468204ea,b66e25e0-2153-4f4d-aa1e-1e85ea662d59,auto,Collision,1974-05-25,54392,Collision,5,122043,True,False,False,,2026-05-15T04:15:47.520325
41d671bd-ba7a-4069-a260-2c1dcff05e2e,ea8d1b1a-274c-4e28-9eb5-adf52953c58a,756578f5-6053-458f-a405-a85d160853d1,health,HDHP,1994-10-14,99550,HDHP,6,30966,True,True,True,ac412db4-3110-46a2-baee-639bc02e6acb,2026-06-28T01:23:36.520325
aa05ae95-ffad-42bb-8bf2-a92809d7079e,f49af402-c29c-4dce-8c6e-6b4c71565019,ffa9765e-134a-461b-9b06-56582ea5aae0,health,PPO,1956-04-19,41005,PPO,4,35692,True,True,False,,2026-06-07T12:53:49.520325
dfe6fd61-bf7c-470c-8325-78dea12506cb,74682716-e645-48b5-9ffc-76006380981e,85ba9001-fdd7-4aaa-8cab-2f0bcb5856b8,life,Whole,1964-12-05,21362,Whole,4,69496,True,True,True,dc3f2b18-ae07-4107-abe5-c873c437a8e0,2026-04-24T14:40:15.520325
90709a34-6c8b-468f-bca3-4b49bd6103c4,7c96db74-0d9b-4707-b512-4813674d4a06,b5f9fe16-f1e8-43e3-9491-db28f7f3f29b,home,None,1971-02-05,91481,None,2,103938,False,False,False,,2026-03-06T12:19:43.520325
9eb3ce25-ac52-41f7-bb1d-bc609d00c391,ec8bebb7-96fa-4720-a0d1-000e84ac4238,3763e761-8d4d-4b01-b82e-ca29f285d7ac,life,Universal,1992-04-15,56907,Universal,2,17173,True,True,True,28b4a321-fe50-474f-939d-9dce8608da64,2026-03-31T22:31:06.520325
15563aa9-9024-4c2d-9d47-4778a1cf7d2d,dde445ba-df65-4bca-b34a-ac35d92f51c9,ec2bf557-cd0e-435c-96c7-c99ed8a25a7a,auto,Comprehensive,2001-08-21,96898,Comprehensive,1,25819,True,True,False,,2026-05-28T03:06:58.520325
3c6ca457-dbd2-4af5-8a73-607dc074ce22,5243cb7e-03e7-4de8-afdb-eda1e437c9c4,325c8e0c-1230-4ea0-821a-44978656e6ac,home,HO-5,1960-07-20,60224,HO-5,6,51428,True,True,False,,2026-02-19T10:42:10.520325
48ccbbd9-bf55-4e28-a9e5-3206c3b9f9ae,d3013501-e589-4bf7-959c-23d1d6ae55bf,2891bbc0-f451-4fa4-a059-99185fac8f4e,auto,Full Coverage,2001-09-08,20332,Full Coverage,5,68214,True,True,False,,2026-01-24T21:41:22.520325
8e2e8207-b588-448e-907c-258fa355d549,ad09beaa-80a1-4317-a806-2c38a5d4d3c4,72b12202-c559-4f22-963b-809aa411ff23,home,Renters,1965-11-01,94136,Renters,4,201509,False,False,False,,2026-04-14T06:08:56.520325
ba73b62b-deba-4e5d-a625-315080dc25e8,d01f9523-f0a2-45b4-9d41-4fa8a42a51b2,78bd663b-cba9-430e-a157-58336ece19de,auto,Collision,1960-04-28,46769,Collision,3,84551,True,False,False,,2026-03-13T03:46:04.520325
7130f941-330d-4b6a-a712-8ff9c6ebf805,f649b5ab-d3f2-4168-999e-9cc64f4de830,d85aee22-df05-40e3-aa58-a22b4e1f7148,auto,Liability Only,1963-12-22,50577,Liability Only,4,26613,True,True,False,,2026-05-07T17:26:54.520325
56c605f4-3976-4065-916f-6b11ba666143,4d469f31-1e6a-42b0-85f2-e28f28bb1e1d,58c27cd6-c513-4db3-a9c0-190d5267fcab,health,EPO,1983-04-28,95809,EPO,6,248817,False,False,True,27fcbf73-9b8a-49f1-86fb-741c612bee2f,2026-04-13T11:47:40.520325
5b2642f3-0c16-4fba-9b06-1ad517b1f75a,f21af3c6-332d-4fab-b9fb-4612494c870a,3394d388-2f94-4d0f-919a-c8128ced0836,health,EPO,1988-05-23,74382,EPO,4,50049,True,True,False,,2026-02-28T12:24:13.520325
de437a1d-e8f8-4aec-8592-77a7d180df76,d2863f7b-dd32-4587-a22f-54511bb6648e,6e7bb319-ba41-4ce5-9200-6f4e4aca1ac8,auto,None,1965-09-03,30210,None,5,74392,True,True,True,03711bc5-9094-416e-83bd-82e76be4a5c5,2026-02-15T22:15:46.520325
acc12cad-9407-4a78-9624-ad536ed9009f,b42dbe93-5d6d-4c06-aa14-4ef6f2af0f86,089ad209-42ca-4d10-8b61-08394452440b,health,Medicare Supplement,1971-01-08,72324,Medicare Supplement,2,220739,False,False,False,,2026-06-06T14:13:38.520325
4e22d294-0fc7-4a96-b228-e22683af4908,3aa291dd-5f81-4bcc-a619-711a43c19705,16b883ad-d6d9-40dd-b2bc-feb5bc68b2f4,home,Renters,1978-10-23,69355,Renters,2,41234,True,True,True,504540af-1b71-46ce-9177-acb43476987a,2026-06-23T15:37:49.520325
4d14eb90-0ba3-4ece-92f7-358c11aeb1ac,e4f9b90e-2bc5-4ba7-97b1-602d518b6ed6,beb1bc43-8eaf-47bc-8515-3648404bb42f,home,Renters,1977-09-13,61488,Renters,2,36484,True,True,False,,2026-02-25T03:31:57.520325
262fcbeb-367a-4411-bfc6-9a674b9f4fa5,fbe5b4cd-c2b0-42d0-a1a6-9d58f1202be0,06d96820-5465-4a67-ae4c-f236c727873d,home,Renters,2002-01-11,47015,Renters,1,131111,False,False,False,,2026-02-10T05:56:43.520325
aeac96bd-4d46-46d1-8882-5bb0d4b25f46,b71ef49d-b946-4f01-bb09-ba141cc9d943,87b8373e-0657-4853-8996-eced864edb02,health,None,1980-10-17,54175,None,3,192027,False,False,True,9d06ed20-1b6b-44d9-864f-f0ab9a45db54,2026-07-08T00:04:28.520325
8ddb8104-4fe1-4255-b1a0-0d33cdd8a51a,9bbb593b-0e22-4cd3-9b3e-0afff4c82b6b,765b3de0-28eb-4b85-bf04-d705f915b4f0,health,None,2000-01-21,21343,None,4,169202,False,False,True,def78ae6-f80a-4f35-bac2-c8276cf9101f,2026-01-25T10:21:09.520325
c6add6eb-5e2b-4cd4-892e-2f33fbf75a14,40b1cff7-f425-4e2b-be50-db99489872e1,17fa8078-e296-4a61-a5e3-27ac5dac1efc,home,HO-5,1983-03-04,83224,HO-5,2,37245,True,True,False,,2026-04-18T15:40:48.520325
59519ed0-8a6d-4484-92a9-94a1de6038f1,5daef773-335f-4913-8c9f-ec2ca22dcc45,ed640eb0-5fc4-45ed-8917-1c1c64e4d657,home,HO-5,1998-05-20,69905,HO-5,2,42874,True,True,True,925e9d81-7f51-43bb-bba9-a9658770181f,2026-01-22T03:29:19.520325
d05c6b37-9e13-4f66-b636-2c51f43975f2,fe3975e5-1366-403e-8ad5-7df7f58de23c,2194933c-b526-48bc-8008-fb97bb49e2b3,life,Variable,2000-09-04,61368,Variable,3,50323,True,True,True,0d79d4c8-e847-4662-912e-9e777b93965f,2026-03-19T04:22:06.520325
e0a6752a-faca-4de6-87dd-d92bb4435494,e21670cb-17ee-42a3-a0d9-a58bbcf07dc7,68d0e8a1-715f-42ea-be5a-fc988f1ef5b8,home,Renters,1961-04-23,19575,Renters,4,124137,False,False,True,0d79d4c8-e847-4662-912e-9e777b93965f,2026-02-28T10:23:47.520325
8f1dc986-3e0a-46ba-b8af-54e2fbc7554b,9428a0ce-7495-4a6e-b5ee-d1e97bc4fbff,a3d16233-e0fb-4051-8df4-a7be4b094064,home,Renters,1993-05-01,44809,Renters,4,114664,True,False,False,,2026-04-29T04:08:48.520325
2ac78de4-5b3e-42c6-b9ce-f7e0dd8e8b29,f90db172-5eeb-43bb-9bba-28b88cfc447f,756578f5-6053-458f-a405-a85d160853d1,health,HDHP,1994-10-14,99550,HDHP,6,30966,True,True,False,,2026-02-10T22:28:21.520325
c0fca001-c0fa-49e4-a422-e658a8022362,eb461226-2800-4e22-a2b5-4c6e67e2bfc6,4aea133f-bff0-4f82-86df-2b5587209690,auto,Liability Only,1969-01-05,49676,Liability Only,5,24398,True,True,False,,2026-01-21T16:17:11.520325
a41cdf68-0fd0-489f-9db2-51c1675d64c6,d87a4352-1e8a-4074-91f7-de34cc995501,b9dbc2b1-7ba2-455a-90db-ea510f02cb04,life,Universal,1955-05-18,32245,Universal,1,69903,False,False,False,,2026-07-04T19:15:42.520325
9418eb99-14ab-4a72-b04c-93e42bc1a2e9,a239393c-0a23-45ff-9d7f-f76e04e75ff8,2f41659b-8c18-4663-8d80-0090db936392,health,HDHP,1999-02-26,74572,HDHP,6,23853,True,True,True,c9c289eb-0a9a-4468-99c2-6410842b3d71,2026-01-28T05:10:24.520325
95fe19b0-6aa4-489d-9c4b-95537978064f,ecb5944e-7a68-46a3-94a7-b32a70faad22,9be4de83-ac8d-4ca4-8824-5bcc1d7439be,auto,Collision,1971-10-09,99444,Collision,2,21165,True,True,False,,2026-02-04T07:12:56.520325
c3e2e37c-4fe7-4cc9-859f-4def67b98447,33bb4933-ba8a-4c17-b445-5c9f46de7efe,eb3f1b95-c014-4e56-ae2d-74807c8dddea,health,HDHP,1993-09-24,22522,HDHP,3,81437,True,False,False,,2026-02-13T15:19:34.520325
da9e9f50-7da0-4188-88ee-9ae1a1c26c3f,651ccf4f-c224-4f22-92a7-b0891b113575,2b6b6546-d678-421c-aa41-cf98798266a6,health,Medicare Supplement,1998-09-06,42763,Medicare Supplement,2,194200,False,False,False,,2026-05-02T22:37:43.520325
8bb67324-211e-4db2-a999-19d893392248,7c513839-acd3-4ad7-af63-022c5eb93784,007c7d61-fff8-4fd4-89d4-f74be2517f97,health,None,1958-03-28,61850,None,5,34615,True,True,False,,2026-05-20T22:25:33.520325
146690a1-8e47-4e26-8d04-b75097cca88e,32c6445e-95f5-4a04-a534-93e02e3a0057,afbe8cad-e549-4f9d-a61b-37d3eac17002,life,Term,1997-07-01,38523,Term,5,48797,True,True,True,7734ed34-1d73-4b59-8c9b-43ae35026f9d,2026-01-24T05:15:05.520325
58eb28bc-9412-4419-b441-94adc8ba3262,dfbabf81-9f2a-4cf9-897a-0c52f3629f88,2ca78746-1664-4f20-a883-111bb60f4733,home,None,1994-10-18,67400,None,3,117198,False,False,True,925e9d81-7f51-43bb-bba9-a9658770181f,2026-06-17T19:00:16.520325
e820844c-a24d-4aa7-9eeb-066723cd929c,489175a1-3525-47e6-8fca-362888d047a8,eaf38297-11ce-45b6-9360-10542f9f686f,health,None,1967-09-06,14897,None,1,51316,True,False,False,,2026-05-25T04:18:52.520325
37a5af51-cd85-46ff-b0ab-0d4ade120a5e,a85211d4-67d8-48f5-ad2b-e576034271ff,19a8ea0a-723d-4a0f-9ffc-c6ac8d0f94a2,auto,Collision,1970-07-25,78495,Collision,5,31998,True,True,True,28b4a321-fe50-474f-939d-9dce8608da64,2026-07-04T11:51:16.520325
924aa2d8-2c25-444c-836a-a0048a358884,91814969-f3ed-44b1-865d-a8c987aab9ab,089ad209-42ca-4d10-8b61-08394452440b,health,Medicare Supplement,1971-01-08,72324,Medicare Supplement,2,220739,False,False,True,7734ed34-1d73-4b59-8c9b-43ae35026f9d,2026-05-10T06:24:17.520325
53291dd6-2bc0-4e29-8038-edfc835d2b82,53e53eeb-ec25-453a-9db2-77b16f87383b,87ea45bb-1927-46ef-9f7d-73b25611089a,health,EPO,1973-03-11,32005,EPO,6,20682,True,True,True,7b40e9e5-5980-4152-b08c-4117c8d014dc,2026-03-25T15:40:15.520325
313f2047-a16b-4c24-926f-389b54a25850,e0aef2b8-be69-41a7-901a-4741cb53a861,39cbde1a-a6cc-4526-afe2-d2798e5b3ac0,life,Whole,1976-11-26,12722,Whole,2,19862,True,True,False,,2026-05-19T15:57:38.520325
916e7aca-5543-4b53-91e3-074880c20269,e23c9850-2c8e-4d7d-8298-b69d42220d00,3f99776e-2297-41b4-9219-fb3f968c7d2c,health,None,1961-04-01,60793,None,4,15957,True,True,False,,2026-04-19T23:07:35.520325
4793edb8-1ada-4d85-a2b1-73797a0681f1,c3aa1773-1f50-4857-b134-ada5f18f109b,4b72c6ce-ba9f-47bb-97aa-e54f5bc18176,health,Medicare Supplement,1970-08-11,30506,Medicare Supplement,1,22679,True,True,False,,2026-06-24T17:25:56.520325
5de34604-e3a6-4904-8e33-4a746affe475,cb48cfe7-6d90-449e-b838-7ff4654a742b,70312f7b-b192-49a2-8af0-f91e10ca94b8,life,Whole,1993-01-18,52179,Whole,6,112483,True,False,False,,2026-05-15T22:37:25.520325
cd198de0-cd94-4896-914a-641df94cccc6,7a1a1bef-179d-413f-9a77-dc6d050e5230,a617fb79-6b6d-445b-b94b-8bf5272caf82,health,Medicare Supplement,1984-07-25,28551,Medicare Supplement,5,28843,True,True,True,28b4a321-fe50-474f-939d-9dce8608da64,2026-06-26T23:05:05.520325
06bc0ce5-d3df-496e-82fb-6f2bfe086f24,c79d726b-27ef-4aa8-8306-b324a64981bd,ec2bf557-cd0e-435c-96c7-c99ed8a25a7a,auto,Comprehensive,2001-08-21,96898,Comprehensive,1,25819,True,True,True,7b40e9e5-5980-4152-b08c-4117c8d014dc,2026-07-15T15:09:40.520325
913d223d-bf0c-42a2-a076-47a3e731805c,f2224154-4118-4ead-ab21-fb0db7209eca,a8635f6e-ba65-46ba-a598-049b575d2e92,home,Renters,1995-03-16,71628,Renters,6,23641,True,True,False,,2026-05-13T13:43:34.520325
1178cfe3-f29e-4d69-9983-c76a83cb683f,58bb9e29-9d2a-46eb-b163-f59cac707ede,9e20ccff-088e-4650-8b96-bf061f625e1a,life,None,1956-09-05,96430,None,4,48558,True,True,True,7734ed34-1d73-4b59-8c9b-43ae35026f9d,2026-01-27T02:16:21.520325
8b3fa3c9-af41-46f3-894e-4f09b412c2ef,bf98af8a-e295-4b77-bddc-ca7d539adf0a,5bdc2c2b-620d-4859-a850-9184eb91cdf0,home,HO-3,1970-03-13,61871,HO-3,5,146186,False,False,False,,2026-03-16T16:55:35.520325
8ccf5cdc-5ba9-4104-a861-e97631c79b7f,7a2940bc-4228-46d3-9a65-482c44e4146e,a4ac2229-f14c-4165-b984-47dbf3ec6682,auto,Comprehensive,1980-08-15,23529,Comprehensive,1,25625,True,True,False,,2026-06-10T15:29:45.520325
aab1bf1d-4dfc-4391-8b5e-c1e51b3190a3,21d3de97-6deb-4155-a516-0e03ba8cd870,78bd663b-cba9-430e-a157-58336ece19de,auto,Collision,1960-04-28,46769,Collision,3,84551,True,False,False,,2026-04-24T09:53:57.520325
0dfd2dbe-9aa6-4287-ba1c-ee88fc810b36,a813f030-53d8-4fed-a1dd-bede6b3de23b,52cfe5ad-3b23-4cdb-821c-5f64e4a9c744,health,Medicare Supplement,1986-11-11,81176,Medicare Supplement,4,48434,True,True,True,504540af-1b71-46ce-9177-acb43476987a,2026-04-01T18:33:00.520325
811caa93-4d1c-44b7-80ea-dbb332522a68,68275e6b-5751-434e-b294-b0123990337f,18b9681e-9c6b-47d5-9fc6-af5d1e5b07e9,life,Universal,1962-09-14,76500,Universal,6,77656,True,True,False,,2026-04-20T07:58:15.520325
9d0d3b24-f66d-433a-83a5-d008d48d2d83,dc319ccc-18db-40ea-8de0-9a62aa5ebc4e,19a8ea0a-723d-4a0f-9ffc-c6ac8d0f94a2,auto,Collision,1970-07-25,78495,Collision,5,31998,True,True,True,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,2026-06-27T19:51:54.520325
786777cd-0f9d-4518-bdda-f73e4446232e,f8a5fcab-548e-4d81-9fa4-cc17f0c5a153,b3b52b29-2536-49da-8203-928f7ee32ca0,home,HO-3,1997-09-09,49467,HO-3,4,98467,True,False,False,,2026-05-23T03:12:17.520325
6373537d-0b83-4554-915d-3f3706bbe0d9,904d7782-db4f-4283-b57f-548960da52ff,307edb1e-6495-4a08-a577-d3e9d4a962eb,home,HO-3,1978-05-07,47125,HO-3,5,22043,True,True,False,,2026-02-17T15:02:19.520325
3981493e-7db0-48ff-ad70-83ef71e8db5d,68a6228c-8552-49ca-8f24-309e737147b9,beb1bc43-8eaf-47bc-8515-3648404bb42f,home,Renters,1977-09-13,61488,Renters,2,36484,True,True,False,,2026-06-21T16:10:11.520325
46a41f17-2709-4cbe-976c-9c481d8b5fc1,e682da81-a339-4eda-879a-3d6f379172c7,1400b06c-a65a-4a99-94f7-0323d20106a5,health,None,1959-11-19,72391,None,3,81457,True,False,False,,2026-04-23T13:34:49.520325
5d3d0f3f-b328-4479-81bb-12a0e22eab4a,de709f12-f253-4ed7-888c-a7f4edf8021a,83e77609-b4f7-42e2-8924-a8b847fd700e,life,None,1979-06-10,41775,None,6,117178,True,False,False,,2026-01-28T10:19:40.520325
b26ddfee-1142-47a4-9101-4091e9e02c92,0c383108-353c-4563-b451-b42b13aba060,5835afed-7f1a-4811-8b01-f269e3dc91e2,health,Medicaid,1972-12-26,16710,Medicaid,6,124337,True,False,True,8cde7cc5-0280-46f0-86c8-c30c475ed899,2026-04-30T09:59:59.520325
69057ea8-e30c-432e-b849-7fc4bbded122,cef1124a-8874-436c-aabc-3c18771111a7,ffa9765e-134a-461b-9b06-56582ea5aae0,health,PPO,1956-04-19,41005,PPO,4,35692,True,True,True,c9c289eb-0a9a-4468-99c2-6410842b3d71,2026-03-26T02:04:32.520325
e5ccc4b3-b1bf-44e2-9d79-63ce72691862,6a082d33-5518-4f3e-840b-edec0bd4882b,30a3ef2f-c09a-429c-81f6-b61e45163258,home,HO-3,1972-10-24,59993,HO-3,4,116588,True,False,True,a466cfe7-9c5a-4806-b6db-b905292e96d7,2026-05-04T18:38:56.520325
96742f3d-0b53-4a9f-8198-ab47fb489b08,718947b8-3d5d-464d-b17e-86c1b303f92b,bdf3889e-e972-450d-85c9-37bcb4c9c823,health,Medicare Supplement,1993-08-20,75972,Medicare Supplement,5,27842,True,True,False,,2026-01-25T01:55:56.520325
4c8a9b55-adcf-46e7-807c-793fd900e401,810d6272-22ad-47be-9bda-5cbf72cf7df3,413e0996-b848-4ae4-add9-bfd723de2087,health,Medicare Supplement,1973-09-12,65545,Medicare Supplement,6,171482,False,False,True,dc3f2b18-ae07-4107-abe5-c873c437a8e0,2026-02-22T08:46:36.520325
dc5d2a4a-edf1-41a1-985d-084a18e8e926,8d031fc0-664d-47a3-b77c-2dafae054eb6,8f07ad6a-d57c-47e6-b4bb-41ac19e9e3da,health,Medicare Supplement,1964-11-21,20969,Medicare Supplement,3,29777,True,True,False,,2026-04-02T04:52:12.520325
eaeb5f3e-37ba-4e0f-98ac-25270e1a555a,d4ab0d7f-a698-4f43-b3cb-437962a2a01b,0ed1386c-e9d9-4866-80b3-b1e81bdfdeae,health,Medicaid,1960-10-17,27253,Medicaid,4,74826,True,True,False,,2026-03-01T00:44:15.520325
eb03eddc-b7b9-40ea-8954-9f6932b90395,70bf9253-263b-4a57-9809-66125bc3f915,1cb5df03-b362-4f2f-bd69-cf8350738bce,home,Condo,1982-02-25,33819,Condo,4,83147,True,False,False,,2026-03-02T20:44:36.520325
b747f731-a2ad-4657-8ac1-2bd6819b9552,108282ec-403b-4830-baa0-128077b52a88,b4cb22f1-c4b8-4ad4-852c-97593ac15a4c,health,Medicaid,1962-08-08,36760,Medicaid,5,16931,True,True,False,,2026-06-27T16:00:15.520325
a04ee908-12a8-49fe-a695-cc36e6389882,8a2d86da-d97f-404b-888a-6fb9701d724a,a4ac2229-f14c-4165-b984-47dbf3ec6682,auto,Comprehensive,1980-08-15,23529,Comprehensive,1,25625,True,True,False,,2026-04-24T13:52:29.520325
1e39e684-6b9d-4db0-9677-f122a305296e,71162683-272f-4e04-92e3-1371db8a5651,52cfe5ad-3b23-4cdb-821c-5f64e4a9c744,health,Medicare Supplement,1986-11-11,81176,Medicare Supplement,4,48434,True,True,False,,2026-06-30T03:03:07.520325
8c656c33-4a7f-41b5-824a-76649f12f538,9051a4ef-6fda-4d9e-be53-91058568c6af,1400b06c-a65a-4a99-94f7-0323d20106a5,health,None,1959-11-19,72391,None,3,81457,True,False,True,ac412db4-3110-46a2-baee-639bc02e6acb,2026-02-27T10:57:30.520325
a09c40bd-c663-44d4-9dd2-368e719f4037,15474597-1556-4ee0-8473-2b946cb52c12,b66e25e0-2153-4f4d-aa1e-1e85ea662d59,auto,Collision,1974-05-25,54392,Collision,5,122043,True,False,True,e1d91940-b797-408a-9d2f-9f61f9da2a2a,2026-06-20T17:57:41.520325
0d342a92-1527-4810-a42c-1477483977c1,0a55b927-28eb-4150-b717-8e863e610924,4df4110f-0010-4df1-a27c-607d6124aab9,auto,Comprehensive,1978-05-02,71604,Comprehensive,4,34456,True,True,True,def78ae6-f80a-4f35-bac2-c8276cf9101f,2026-05-21T20:03:34.520325
3e76cb82-d906-4cd9-b21d-a71f1afac49e,b286e389-f552-49fb-bbad-23e0c09e29b8,2ca78746-1664-4f20-a883-111bb60f4733,home,None,1994-10-18,67400,None,3,117198,False,False,True,28b4a321-fe50-474f-939d-9dce8608da64,2026-06-16T02:14:52.520325
62a01544-ae3a-4965-9680-7814a90596bc,41aa50ad-aeef-49f5-8acd-c6cd28c56d1d,b75ae530-c4cd-4073-9886-4e4dad6e1c2c,auto,None,1968-08-23,98396,None,3,145917,False,False,False,,2026-02-09T23:02:23.520325
76dc74af-9aa9-4476-9b3d-5e5ac11cc461,de36b307-e040-4bee-92db-595bffb980fc,17fa8078-e296-4a61-a5e3-27ac5dac1efc,home,HO-5,1983-03-04,83224,HO-5,2,37245,True,True,False,,2026-06-01T08:58:52.520325
2edaa171-dab1-4ae0-9b7d-55c806a3a164,02f6b2c7-591a-4223-9001-3086fab8b541,2b6b6546-d678-421c-aa41-cf98798266a6,health,Medicare Supplement,1998-09-06,42763,Medicare Supplement,2,194200,False,False,False,,2026-03-17T04:27:43.520325
03662620-01be-43d8-89cc-3a893299302e,2d79df1b-27e2-40b4-83bd-e3bcab6ffe46,ea80429e-ef9a-4e7c-bc3e-c20a0f63efde,home,HO-3,1996-08-27,89559,HO-3,3,96179,True,False,False,,2026-03-24T18:46:03.520325
6e388788-20cc-4a56-9f03-2125d1374417,e59d38fb-2de5-4da4-9fbf-b11eab0bc8ad,eaf38297-11ce-45b6-9360-10542f9f686f,health,None,1967-09-06,14897,None,1,51316,True,False,True,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,2026-05-08T05:50:19.520325
ad51c7db-10fb-4c68-80b8-5300437c07b4,63c4f589-4148-45c8-b674-2a8fe192048b,7ec12429-7103-4f8d-b7e2-6a55c3a8dad2,health,None,1957-06-02,92514,None,4,60806,True,True,False,,2026-02-22T17:13:38.520325
41693468-d838-4958-ab2f-7aa2894ac4f0,2214fbe4-3bb7-40ad-a94a-bf7c970732ec,79499590-6f29-4910-90c1-09d3fd4cb410,health,HDHP,2001-05-26,43136,HDHP,1,243410,False,False,False,,2026-06-01T23:04:32.520325
fcb0396d-2386-4e43-9332-2295cc0c97d1,9f1ed34a-b501-41f9-9e1b-dc46730a974d,27acca1e-2bb5-4e78-8539-2edf23be6ba5,life,Universal,1996-01-03,69579,Universal,2,77988,True,False,True,01eb6f7a-a7d7-40ca-bb39-d438ff4f6b06,2026-05-09T04:50:56.520325
202af733-8ecb-4864-b408-cb5730c36fdc,72834dc9-f76a-46b0-ae3b-7f5c78b20769,413e0996-b848-4ae4-add9-bfd723de2087,health,Medicare Supplement,1973-09-12,65545,Medicare Supplement,6,171482,False,False,False,,2026-04-10T00:08:27.520325
679a74ff-b866-4bd6-917b-7f6ff6e3f212,011609b3-7ba7-4cae-bec4-4dbfdaa4c80e,30a3ef2f-c09a-429c-81f6-b61e45163258,home,HO-3,1972-10-24,59993,HO-3,4,116588,True,False,False,,2026-01-28T03:58:04.520325
