feature_row_id,lead_id,vertical,state,lead_score,dnc_flagged,n_call_attempts,avg_sentiment_score,has_consent,converted,hc_specialty,hc_payer_id,ar_original_balance,ar_current_balance,ar_account_age_days,ar_sol_expired,ar_debt_type,ins_product_type,ins_household_size,ins_annual_income,ins_aca_eligible,ins_tobacco_user,re_interest_type,re_budget_min,re_budget_max,re_timeline_months,re_pre_approval
3f48bfb5-e22c-425c-b661-2c79773f2537,19a8ea0a-723d-4a0f-9ffc-c6ac8d0f94a2,Insurance,WI,60.0,0,7,0.0578,1,1,,,,,,,,auto,5.0,31998.0,1.0,0.0,,,,,
36b31e02-bf98-48b7-94e1-948dbb6c5ea0,299e6bf4-9cdb-4552-b5c2-22454e75b84a,Insurance,MT,76.0,0,0,0.0,1,0,,,,,,,,life,2.0,351043.0,0.0,0.0,,,,,
75190f81-cc15-4782-b22c-18fd3f00e228,74537e00-3145-44e2-9ff4-0c8859febc1b,Healthcare,WA,12.0,0,0,0.0,1,0,Pulmonology,MOLINA006,,,,,,,,,,,,,,,
f3314a6c-64a3-409d-9a9a-7ab2c11ee6f5,2d40cdb5-5136-48c5-b232-08f5e2827ef2,AR,WY,51.0,0,11,0.2326,0,1,,,12254.08,12518.85,2772.0,0.0,Payday Loan,,,,,,,,,,
65b27647-c4d1-4a5b-89b9-0dfaeafe8fb4,b0c184a4-91d4-4779-a452-149dda122d55,RealEstate,MI,41.0,0,0,0.0,0,0,,,,,,,,,,,,,seller,400000.0,600000.0,6.0,
b8ae0ec0-b92f-4579-953c-7120ccb5002c,4fc9477a-e03b-4d05-9e39-30548538e83e,AR,NE,99.0,0,0,0.0,0,0,,,41147.76,40955.93,1757.0,0.0,Student Loan,,,,,,,,,,
699b8618-bb80-4321-8e36-dfeb5de7c932,db4b5c62-3994-49a4-bb15-e9a954148010,AR,AK,30.0,0,6,0.1028,0,1,,,1971.66,2092.7,297.0,0.0,Student Loan,,,,,,,,,,
6322709c-9986-456a-98d3-509ba962ddb1,67c677ab-f703-49e4-96c0-5529ef8bfb84,RealEstate,RI,86.0,0,4,-0.0525,0,1,,,,,,,,,,,,,seller,400000.0,600000.0,6.0,
9026b033-c790-409e-9f38-e3f55475ed1c,0904f0ca-2b5a-40a0-a28b-a65b6e2f70c7,Healthcare,TN,48.0,0,11,0.0676,1,1,Primary Care,KAISER008,,,,,,,,,,,,,,,
e21bdd3d-ff10-4307-ba9e-44254b553044,5f64b92c-b9c4-419b-aa37-52a248921e8a,RealEstate,KY,35.0,0,7,-0.0464,0,0,,,,,,,,,,,,,seller,900000.0,1500000.0,1.0,
a37b612d-cfaf-4f17-b0b9-7c0fb7a68fbb,472b4a53-5c5a-4120-8aeb-2e89e1aaaf5f,AR,VA,37.0,0,0,0.0,0,0,,,40536.07,44213.06,3389.0,1.0,Student Loan,,,,,,,,,,
d797c79a-ca7e-42e0-9809-f5557af21cf9,b379e71c-283b-4487-a84a-f3c77fd29142,RealEstate,MT,,0,5,-0.1724,0,0,,,,,,,,,,,,,buyer,400000.0,600000.0,3.0,Not Started
bf0eecb5-7cea-487c-af15-73e700e708ac,83a25985-b35f-4819-b664-ebd8c3d0f740,AR,KY,60.0,0,3,0.0286,0,0,,,29622.34,27163.64,1000.0,0.0,Utility Bill,,,,,,,,,,
b2dd7f1c-58c6-4c87-bc0d-34822f3d06a7,45d3fa09-87a6-42ff-bd37-3e3e72ee73ed,AR,PA,72.0,0,9,0.0576,0,1,,,22771.24,21962.88,3643.0,1.0,Student Loan,,,,,,,,,,
8a49f462-a38b-44b4-84d9-210fc6d99d6c,daf48495-f37f-4860-85ac-ab8a34c59a07,Insurance,MA,54.0,0,0,0.0,1,0,,,,,,,,life,1.0,61861.0,0.0,0.0,,,,,
1aaedf30-a61c-4925-b8f4-15fb1d726c11,665120f4-a4f2-498b-aa7c-8aab102b0f27,RealEstate,AL,49.0,0,7,0.0078,0,1,,,,,,,,,,,,,buyer,400000.0,600000.0,24.0,Approved
a20470e7-231f-4d37-ad68-9a3c37e2b609,4b1f1b64-85bf-4711-8ce9-369d0a84b0d3,AR,MD,21.0,0,3,-0.1396,0,0,,,20788.72,20939.13,2221.0,1.0,Auto Loan,,,,,,,,,,
4241ee76-3e81-4285-a5d8-1e674802855b,eaf38297-11ce-45b6-9360-10542f9f686f,Insurance,IA,6.0,0,16,0.0234,1,1,,,,,,,,health,1.0,51316.0,1.0,0.0,,,,,
35865ca8-b704-41b5-bd4e-13ad639fe838,b3b52b29-2536-49da-8203-928f7ee32ca0,Insurance,TN,53.0,0,8,0.1099,1,1,,,,,,,,home,4.0,98467.0,1.0,0.0,,,,,
227ce83d-cbc5-45a3-a2ab-db2e5701ebd8,bb00c275-a620-4191-8291-b7a856201e35,RealEstate,WA,88.0,0,0,0.0,0,0,,,,,,,,,,,,,buyer,600000.0,900000.0,24.0,In Progress
e930aca2-dc46-4978-877d-42048373ca32,94501279-152e-4c2a-aecc-5dab78b1ab00,Healthcare,KS,12.0,0,9,-0.0888,1,1,Mental Health,KAISER008,,,,,,,,,,,,,,,
4e56acaf-58a1-4a04-b984-bf59adb48ee4,91ee0a86-bcce-4a31-87f5-658473cebaa8,Insurance,ME,23.0,0,3,-0.1442,1,0,,,,,,,,health,2.0,96174.0,0.0,0.0,,,,,
340cf00c-6fc7-4326-9d0d-9cae4979ace4,3e7bf25e-4450-4945-8a1b-f2d9c2aa79ee,RealEstate,MT,23.0,0,6,-0.128,0,0,,,,,,,,,,,,,seller,600000.0,900000.0,3.0,
b836c8a7-0bb1-44d8-8d73-db26802b40a9,05fdda97-91ea-4fd1-8c7c-b17549733404,RealEstate,WY,73.0,0,4,0.18,0,1,,,,,,,,,,,,,buyer,600000.0,900000.0,1.0,In Progress
72f16161-483f-40c9-910c-d1a801aaf516,512b0f0f-4da6-4073-a43f-5b9415636c2d,AR,IA,60.0,0,0,0.0,0,0,,,19761.73,19654.6,3066.0,1.0,Personal Loan,,,,,,,,,,
7b677960-12ba-467b-ae44-d6f8658674c5,2891bbc0-f451-4fa4-a059-99185fac8f4e,Insurance,CA,15.0,0,7,0.239,1,1,,,,,,,,auto,5.0,68214.0,1.0,0.0,,,,,
5b97e820-a8f8-4637-96a0-0cf965a65c77,bc8968c4-6f53-44e7-80e3-295634ecca08,AR,TN,6.0,0,6,-0.1697,0,1,,,37252.94,42429.29,3333.0,1.0,Credit Card,,,,,,,,,,
ced6b6f3-26d8-4f74-bb5f-27f83f834d05,a29259f3-3433-4856-b351-07a6f4c8a403,RealEstate,MI,47.0,0,5,-0.001,0,0,,,,,,,,,,,,,seller,1500000.0,5000000.0,1.0,
f269b5a6-9a83-4d60-a6da-856b7a8e233a,ed640eb0-5fc4-45ed-8917-1c1c64e4d657,Insurance,AZ,,0,7,-0.0656,1,1,,,,,,,,home,2.0,42874.0,1.0,0.0,,,,,
94307191-6098-4f1b-ba51-29e3ca76ad70,7653306d-a832-4efe-8dad-1635e3b49c19,AR,PA,22.0,0,6,-0.1604,0,1,,,43391.54,46466.45,107.0,0.0,Medical Debt,,,,,,,,,,
917e9ce3-ccd0-4d68-9337-4a719efccfda,16b883ad-d6d9-40dd-b2bc-feb5bc68b2f4,Insurance,CT,89.0,0,11,0.1112,1,1,,,,,,,,home,2.0,41234.0,1.0,0.0,,,,,
2fa06219-62b0-43ec-8221-02f26edee213,7728d79b-6144-4373-b6db-3a069648e244,Healthcare,VA,85.0,0,6,0.0169,1,1,Mental Health,HUMANA005,,,,,,,,,,,,,,,
52e08926-6ef0-47b8-8709-9c5f2e2e4aff,c01f1b5d-237b-44e4-b792-43678ff32baa,RealEstate,UT,87.0,0,4,0.1386,0,0,,,,,,,,,,,,,seller,100000.0,250000.0,1.0,
ae558149-3618-4758-99dc-5f1dc036910b,fcf7fb56-842e-4764-acec-320ea07d43b1,Insurance,AR,6.0,0,0,0.0,1,0,,,,,,,,health,5.0,226926.0,0.0,0.0,,,,,
af8f86c2-cce7-43c1-90cc-c19a3a6b8113,25c51728-fdd9-422c-a003-eada307066d3,RealEstate,NE,22.0,1,0,0.0,0,0,,,,,,,,,,,,,seller,250000.0,400000.0,12.0,
d56a7b04-6390-4e89-8d06-e99f33731842,0f35b07a-d0a2-47d3-ad67-612fa683ed92,RealEstate,DE,80.0,0,7,-0.0886,0,1,,,,,,,,,,,,,seller,250000.0,400000.0,24.0,
0afb97a1-e295-4a06-9116-01ad6cfee14a,11c25063-dbbc-4bd2-9ddd-43e227c5e27f,AR,MD,84.0,0,8,-0.1153,0,0,,,23880.08,20786.49,843.0,0.0,Utility Bill,,,,,,,,,,
129670c0-8b16-46bf-a680-eec8659d7bc7,e5785d1e-8b0c-476a-adcf-8be0d51ea0a2,Healthcare,MS,69.0,0,4,-0.0045,1,0,Pulmonology,BCBS001,,,,,,,,,,,,,,,
3d8c3cbb-87a7-40d8-a026-144065982fdd,a07b94a9-b3bf-4de6-ac3a-258303f974e9,Healthcare,AK,80.0,0,3,0.0229,1,1,Pulmonology,KAISER008,,,,,,,,,,,,,,,
0dd1c515-85ba-4592-85b2-183455ecfe18,a0ae56fe-0999-4af2-9b36-fdd53021a064,Healthcare,TX,,0,11,0.3095,1,1,Endocrinology,AETNA002,,,,,,,,,,,,,,,
ef9ce3ee-841a-41c7-8633-4333e83bb39f,3bceec93-2850-4076-89bf-2bc7450ebdd4,Healthcare,OK,,0,2,0.2353,1,1,Endocrinology,CENTENE007,,,,,,,,,,,,,,,
2d903bc0-4ac2-4134-b232-9dd177f620d6,08c6c33f-8e64-4483-8505-2b9a863c2615,AR,AZ,68.0,0,9,-0.1141,0,1,,,13397.73,13826.05,2899.0,1.0,Personal Loan,,,,,,,,,,
aa1c6465-98f8-4a31-aa5e-d62456a3044f,1b49af8a-5613-4f29-b331-19de4a97006c,Insurance,WV,10.0,0,5,-0.1462,1,1,,,,,,,,life,6.0,55365.0,1.0,1.0,,,,,
46763f32-6503-453e-8ab6-173e0de3bea6,b3264e62-365c-44ab-9d18-881694089c1b,Healthcare,WV,70.0,0,6,0.1454,1,1,Pulmonology,CIGNA003,,,,,,,,,,,,,,,
f66780b3-7834-4eb4-af50-01ee8a647822,482a870a-470d-4c45-8d75-2d452ab50f85,AR,OK,42.0,0,0,0.0,0,0,,,32788.72,31383.44,2085.0,1.0,Student Loan,,,,,,,,,,
b846946e-93af-47af-a91c-a28087dffaf6,73be8e8c-d9a7-4b5b-b8df-986a5b0bf917,AR,MD,93.0,0,6,-0.3084,0,0,,,36442.64,31029.07,1844.0,1.0,Utility Bill,,,,,,,,,,
65714cef-07df-4aed-afce-ac0b44b8e8dc,8cfc4212-cfcf-409c-ba25-f96509275682,RealEstate,NJ,80.0,0,0,0.0,0,0,,,,,,,,,,,,,buyer,250000.0,400000.0,24.0,In Progress
0d411ede-8025-4b29-baae-7afb6c3f6962,c3b25a38-c40a-4440-a696-816f6be3f224,AR,PA,64.0,0,5,-0.0122,0,1,,,24684.38,25824.12,2300.0,1.0,Auto Loan,,,,,,,,,,
d702d7dd-3cbd-42c0-ad1f-230c3fe281b1,9e20ccff-088e-4650-8b96-bf061f625e1a,Insurance,MT,62.0,0,6,0.0608,1,1,,,,,,,,life,4.0,48558.0,1.0,0.0,,,,,
e2dbe47c-738d-4ac3-8953-5964aeb812a4,a4ac2229-f14c-4165-b984-47dbf3ec6682,Insurance,KY,72.0,0,11,0.0707,1,1,,,,,,,,auto,1.0,25625.0,1.0,0.0,,,,,
ff88e392-af0d-48c6-90b6-86d6ce7e0b85,9d6c2845-8535-47b8-87ee-1b878c795f55,RealEstate,TN,65.0,0,9,-0.1061,0,1,,,,,,,,,,,,,seller,250000.0,400000.0,12.0,
e51c5f06-d66d-4c8f-bd7b-a4a78e3ee504,a0a67532-3fa8-4b75-abfd-c40deb279063,Healthcare,IN,,0,6,0.1921,1,1,Cardiology,UHC004,,,,,,,,,,,,,,,
818bd357-3c76-4a5d-86fc-c66f3bd405a6,a3322264-552e-43cd-9ed9-48cd6bdd6060,Insurance,OR,10.0,0,0,0.0,1,0,,,,,,,,health,2.0,35899.0,1.0,0.0,,,,,
1a7718ed-5768-4180-81f3-283a9904d7dc,3709a9ea-0f64-4fc6-a154-52a6789a68d9,RealEstate,RI,16.0,0,9,-0.0195,0,0,,,,,,,,,,,,,seller,900000.0,1500000.0,24.0,
c1523a42-860e-477a-a3c1-3f572965097f,bdf3889e-e972-450d-85c9-37bcb4c9c823,Insurance,IL,0.0,0,6,0.1171,1,1,,,,,,,,health,5.0,27842.0,1.0,0.0,,,,,
2c1e88af-b44c-4bbe-a76c-d1bdaf905dd7,3fe92e09-044b-4907-acef-8f1319ebe4d4,AR,NV,,0,9,0.1687,0,1,,,10712.14,11642.67,3376.0,1.0,Payday Loan,,,,,,,,,,
2aad15e0-cecc-40ca-a5ea-d89ca28497cf,1b054a2b-ea97-4cf5-847e-8de956e04693,Healthcare,NM,13.0,0,6,0.1285,1,1,Pulmonology,CENTENE007,,,,,,,,,,,,,,,
e223f2ed-03f9-4246-a770-0cd8b2dba88a,75fbb015-02a7-4392-ac2a-1c9778ef2188,RealEstate,TN,32.0,0,5,-0.1075,0,0,,,,,,,,,,,,,seller,900000.0,1500000.0,24.0,
54a30fa6-b552-4dbd-a36d-eab18d7168fc,8eecc664-aaa9-4a42-b083-3608fc4c2818,AR,MN,87.0,0,6,-0.1197,0,0,,,33777.73,35797.42,1919.0,0.0,Personal Loan,,,,,,,,,,
7f1f47af-e9bf-440f-b30e-5f868bfaf51d,d132b9b5-b80a-4cbf-aa49-a679f29c6a06,Insurance,HI,36.0,0,7,-0.205,1,0,,,,,,,,life,1.0,18633.0,1.0,0.0,,,,,
11954ef0-4dcf-45a5-bbd0-c33aae22bd03,3b8e4a25-6bc8-42e7-bf31-33cdb807db06,AR,AR,46.0,0,19,0.0194,0,1,,,38350.26,35888.25,3382.0,1.0,Student Loan,,,,,,,,,,
b50b946a-b40c-4b4c-b69e-e5ef20e88457,56ea3d4b-5c7d-40b2-8498-07f7a050af4a,AR,AL,71.0,0,13,0.058,0,1,,,30299.96,27575.78,1750.0,0.0,Utility Bill,,,,,,,,,,
56b999bb-a69c-4ca8-aa60-05a6bf3c7caa,b989afdf-f040-4252-b5b4-f12591d955de,Healthcare,MN,32.0,0,10,0.1802,1,1,Endocrinology,MAGELLAN010,,,,,,,,,,,,,,,
f352db17-f873-4006-b5a3-2d2992bce096,21fbc818-edd4-441f-9d4c-1ae2a6c25606,AR,KY,29.0,0,0,0.0,0,0,,,34207.56,36071.13,3266.0,1.0,Student Loan,,,,,,,,,,
f901d647-544f-4d68-aeb9-3eb173e5aa60,9c2e0b77-9b45-4d5b-8ee6-4f96b30f20c9,RealEstate,MN,95.0,0,0,0.0,0,0,,,,,,,,,,,,,seller,250000.0,400000.0,1.0,
ebdbafda-33dd-4269-9473-cb5fbe055b11,e218f652-35dc-4ebd-8e11-226ee0a0b851,Healthcare,NY,63.0,0,0,0.0,1,0,Neurology,UHC004,,,,,,,,,,,,,,,
ccf34428-877d-42a5-8bcd-750fadc3010c,49b1a996-19e1-4a60-a678-2a4a4e7e0740,Insurance,WI,69.0,0,0,0.0,1,0,,,,,,,,auto,3.0,80043.0,1.0,0.0,,,,,
49926ee3-38b7-479c-ae93-8ae26b822643,8d689f01-1ee5-4bfd-bb90-73c119e73dbe,RealEstate,MN,23.0,0,0,0.0,0,0,,,,,,,,,,,,,buyer,1500000.0,5000000.0,12.0,Not Started
f7e55061-fcdc-4b39-a139-dd017ba96992,54a786f4-5034-49f1-baec-8a5af93e18ee,Healthcare,KS,12.0,0,0,0.0,1,0,Gastroenterology,CENTENE007,,,,,,,,,,,,,,,
fc02de09-e602-4378-a337-d1e82e606311,e881b8d1-1a77-4cbb-9398-82576e6ef6d4,Healthcare,KS,,0,11,0.2337,1,1,Orthopedics,KAISER008,,,,,,,,,,,,,,,
9bc46c0b-e825-47d7-ac6f-3577dcb0a839,0be3bf02-f30b-474f-b46e-40c9d1122894,AR,HI,25.0,0,0,0.0,0,0,,,20518.54,19662.68,1460.0,0.0,Personal Loan,,,,,,,,,,
8e37e69a-ee5e-419e-8099-cbf5b54aec99,caea08c2-f7a7-4f73-aeb2-4745e4951103,AR,TN,81.0,0,9,-0.1026,0,0,,,16302.35,16241.19,2847.0,1.0,Auto Loan,,,,,,,,,,
3e2f1198-6128-4f7e-a4ab-cb8c05b2108b,4766f53a-39b4-4c89-86b5-f27bf857c557,RealEstate,SD,46.0,0,12,-0.0191,0,1,,,,,,,,,,,,,buyer,100000.0,250000.0,6.0,In Progress
057e529c-de80-4cc0-b82a-3a69d7964cae,f8d976e7-1e5c-40db-9ece-0b6975949207,AR,ND,3.0,0,0,0.0,0,0,,,6064.28,5612.46,1051.0,0.0,Credit Card,,,,,,,,,,
6bd96ef5-ebff-4534-ab9a-f59b6556cf4d,babee963-c65e-4eec-a34a-1dd782cc4461,RealEstate,WI,,0,6,-0.0827,0,0,,,,,,,,,,,,,buyer,1500000.0,5000000.0,6.0,Approved
7bd18e6e-f39b-42be-821f-d9e559f196e4,da6663b8-f201-481f-821c-58ef77e4e6f9,Healthcare,NM,11.0,0,6,0.3107,1,1,Orthopedics,ANTHEM009,,,,,,,,,,,,,,,
5db7ab49-42ba-4188-826b-4aef0c71eb06,26cda438-d9e1-4377-852a-f3971fb7e71b,Healthcare,MS,,0,5,0.1307,1,1,Primary Care,ANTHEM009,,,,,,,,,,,,,,,
cacfb5af-c2af-4e60-9d9a-a0dc1551ddad,2fc2dd89-d986-42b0-832d-5a949d453dee,Healthcare,RI,78.0,0,0,0.0,1,0,Endocrinology,ANTHEM009,,,,,,,,,,,,,,,
9f6e1677-bc4a-49a9-9e63-0bbd488232d8,ac229a6c-45ab-41cb-b86c-9160393e599d,AR,LA,41.0,0,8,0.0075,0,1,,,8866.03,7899.52,370.0,0.0,Payday Loan,,,,,,,,,,
801a0430-ac94-4df4-adf0-1753d40bd743,8c12950d-0593-407d-bd4d-8686ce111f26,Insurance,AR,59.0,0,8,-0.1834,1,1,,,,,,,,auto,4.0,100257.0,1.0,1.0,,,,,
bc227cec-e052-4e30-8f7a-5b3ef11d9089,6dfef6b3-a75f-4165-bc59-2503683b9ca3,Insurance,MI,4.0,0,0,0.0,1,0,,,,,,,,home,2.0,38194.0,1.0,1.0,,,,,
47d8c85d-27d4-4066-849b-1c042d9dcf03,762c0be9-16d3-48b6-949a-ec84b9a2a2c9,RealEstate,WV,46.0,0,0,0.0,0,0,,,,,,,,,,,,,buyer,600000.0,900000.0,6.0,Approved
725c80a5-47ac-400a-aae8-1a18b2eaffb3,0995e5c8-b403-4136-9387-01c4530f0eff,AR,IN,98.0,0,3,0.1934,0,1,,,35850.37,34729.78,2484.0,1.0,Medical Debt,,,,,,,,,,
a169182f-c69d-4079-8763-77592f7d5dfa,3d43e4cc-c012-4de3-a8a6-5cad8698cde8,Healthcare,HI,56.0,0,11,0.0068,1,1,Primary Care,BCBS001,,,,,,,,,,,,,,,
29d6a5ca-4fee-4f66-9663-b751ed9cddd6,0e4c05c6-7f7e-46b9-9aa6-f95bd36f2e25,Healthcare,AK,76.0,0,4,0.0306,1,1,Neurology,BCBS001,,,,,,,,,,,,,,,
f361c42e-e93d-4667-848a-46afac3f12bd,a738e4ec-8dd7-4af7-b8ff-3361599edf3e,Insurance,CA,84.0,0,9,0.0144,1,1,,,,,,,,auto,1.0,118158.0,0.0,0.0,,,,,
b2e1cb12-3a99-42f2-925f-66d89c4a9fd6,53e723aa-80f0-4656-9d5f-204ff487b8b6,RealEstate,IL,25.0,0,0,0.0,0,0,,,,,,,,,,,,,buyer,900000.0,1500000.0,6.0,Not Started
5e205a7e-03d0-4a5e-a0c2-722979be1dc2,44df916d-0d6f-4c9a-b5c8-83f037fa7db3,RealEstate,IL,53.0,0,2,-0.2067,0,0,,,,,,,,,,,,,seller,100000.0,250000.0,3.0,
dd59c32f-d466-4c66-8a4d-4d37cdab4586,51f22ca1-3a08-4d28-9ef1-55c1eace5682,AR,AR,31.0,0,6,-0.1052,0,0,,,37633.31,42833.33,409.0,0.0,Personal Loan,,,,,,,,,,
1dcb6c42-20bb-4f45-ac8a-921b067fc985,936e2c26-d0bf-41e9-bc24-002afc54e39a,AR,ID,76.0,0,8,-0.1023,0,0,,,30514.92,29847.33,2967.0,1.0,Utility Bill,,,,,,,,,,
f950110d-01ea-4448-8fe5-125c552af09f,55ac4b75-7739-44b8-9602-f628391a0a13,Healthcare,MA,36.0,0,2,-0.0066,1,1,Endocrinology,MOLINA006,,,,,,,,,,,,,,,
00c1d934-eb92-4307-86cf-3cb624fe7f8b,cf35d50e-579b-40f1-930c-d070c7bc6830,Insurance,ND,33.0,0,0,0.0,1,0,,,,,,,,life,6.0,121284.0,1.0,0.0,,,,,
a2f7d720-9580-444f-96b2-2d4416624ba4,ee3843fe-9704-4b3d-92cc-2ba59d635a2e,AR,KS,12.0,0,2,-0.7682,0,0,,,25823.39,22547.96,980.0,0.0,Payday Loan,,,,,,,,,,
86795885-8e91-4672-bc5c-73ecd6e888f1,fce6646d-7c96-414a-8c3f-d21a0b971a3c,AR,MD,1.0,0,5,0.3878,0,1,,,41523.28,46254.35,1459.0,1.0,Credit Card,,,,,,,,,,
410abfa8-3e73-4a27-9211-027032a0a4d7,019bd115-919d-48a6-8d77-35d1665effaf,AR,MO,50.0,0,9,0.0138,0,1,,,15044.01,13478.82,2948.0,1.0,Medical Debt,,,,,,,,,,
1a5416e7-4afc-47fd-a904-837e4bc6cc60,ea516a0b-fe88-4498-90cb-2e55baa40126,Insurance,MI,94.0,0,8,-0.0587,1,0,,,,,,,,auto,4.0,93544.0,1.0,0.0,,,,,
6ca51651-dcdb-448b-92d9-106e590ec0d4,327006a1-7a36-4aa2-a14b-51b93c9c1e28,Healthcare,KS,21.0,0,8,0.3127,1,1,Mental Health,AETNA002,,,,,,,,,,,,,,,
1db7b654-1769-4d58-b7b5-6f59cf647e4d,4c111d14-235d-4eff-9a48-60e690fb94eb,AR,NH,36.0,0,0,0.0,0,0,,,9385.99,10111.72,1621.0,1.0,Student Loan,,,,,,,,,,
f0b366d7-d4b6-4fe4-9828-47012c65c619,c669a5d6-e2f4-4d0b-86e5-1c5db871af81,Healthcare,VT,84.0,0,8,0.1741,1,1,Oncology,UHC004,,,,,,,,,,,,,,,
1a042397-1b0c-4c1e-a0d1-7a2e572da012,ec2bf557-cd0e-435c-96c7-c99ed8a25a7a,Insurance,KY,83.0,0,7,0.1337,1,1,,,,,,,,auto,1.0,25819.0,1.0,0.0,,,,,
c0b9ac06-6251-4071-b747-c6df036af948,ad6e6087-1138-4ebb-bde4-0b38404faef2,Healthcare,MO,95.0,0,5,-0.0753,1,1,Gastroenterology,MAGELLAN010,,,,,,,,,,,,,,,
6131f22f-5eee-487e-9d92-354ee7b29579,c1879c7f-e640-46e9-b20c-1e96163861fb,Insurance,MN,11.0,0,0,0.0,1,0,,,,,,,,life,1.0,83792.0,0.0,0.0,,,,,
43f9fccc-5f26-4f57-bad2-4e8aae25a0a7,85070b73-ae26-41e1-b442-76cbb39d1c77,RealEstate,ND,39.0,0,6,0.1239,0,1,,,,,,,,,,,,,buyer,600000.0,900000.0,24.0,In Progress
397e8885-2403-4b7f-9c79-9c9fa0933614,1dbe1b9b-87f0-4547-a8f3-554379ef8bb9,AR,ND,52.0,0,6,0.1317,0,1,,,14628.58,16597.3,2372.0,1.0,Medical Debt,,,,,,,,,,
5093d9ae-6031-43b9-bce3-94cbd4ca0b1f,54fd763f-bb2f-4c23-9550-6015dbb663ac,Healthcare,NH,88.0,0,7,-0.0037,1,1,Dermatology,AETNA002,,,,,,,,,,,,,,,
6e8cf49f-fd3e-40fd-a3c5-4020c9c6d9e1,7cabba7f-5f2d-480e-8c7c-ca5d14e615f3,Insurance,NC,,0,5,-0.0636,1,1,,,,,,,,home,2.0,31056.0,1.0,0.0,,,,,
3e0d09b2-bb4c-453a-8893-c052a22bf7b3,c18cbfd8-4a1e-42fd-adc3-c5c3231b08dc,AR,NY,67.0,0,8,0.2079,0,1,,,18516.57,19823.83,261.0,0.0,Payday Loan,,,,,,,,,,
7bf22196-ca94-4c91-9e4e-d1e142bf94e7,00cbf080-9d76-4d4c-9ac6-c618eb881b0e,AR,AZ,50.0,0,10,0.0842,0,1,,,39561.21,40010.65,1096.0,0.0,Credit Card,,,,,,,,,,
62f6283c-68ae-4b81-ba78-6a3a2228c2a9,2d55938e-fe72-460d-b78c-4be33a754625,Healthcare,NJ,,0,8,-0.1031,1,0,Primary Care,ANTHEM009,,,,,,,,,,,,,,,
5123fd7b-059f-4bd5-bda2-3ab90bacca8b,e7ffe95c-cc67-41b8-b7d4-4cb1fe33ba0c,AR,VA,20.0,0,9,-0.0554,0,1,,,32467.68,28709.53,596.0,0.0,Medical Debt,,,,,,,,,,
8ffb6724-be32-458d-a594-71db3bd0a5a0,b37a916e-95bb-4464-8f03-cf7e0b04e9ab,RealEstate,MO,25.0,0,4,-0.0686,0,0,,,,,,,,,,,,,buyer,250000.0,400000.0,3.0,In Progress
20a82218-dab7-4576-8858-7337ff20adea,68aa28ae-71c8-4b37-8115-35449de2e99f,AR,WI,,0,6,-0.1041,0,1,,,24685.8,27520.0,113.0,0.0,Mortgage Deficiency,,,,,,,,,,
a9fb72bc-d445-411c-99ae-29f4e5e644b0,175740ba-0551-4faf-bc29-d8ae0495c26e,Insurance,KS,78.0,0,0,0.0,1,0,,,,,,,,life,1.0,15531.0,1.0,0.0,,,,,
00d4d615-4c74-48fe-b8a7-dab4caa6af38,3e885e7d-bfcc-473f-a8a5-62b3178a2d9d,AR,VT,17.0,0,9,-0.0242,0,1,,,41950.85,39424.92,471.0,0.0,Utility Bill,,,,,,,,,,
6802c7fc-4d6c-4ee5-be1b-4438f1c32bc8,7531a0ce-d138-433b-b101-564e88efb2b8,AR,LA,40.0,0,5,0.2102,0,1,,,27736.39,29647.94,537.0,0.0,Student Loan,,,,,,,,,,
beda24a0-b084-49c5-b6ff-91d47a8ecaf6,d9df5b5c-60b8-4a2a-ab95-1d7af8be3aea,RealEstate,OR,26.0,0,0,0.0,0,0,,,,,,,,,,,,,seller,900000.0,1500000.0,12.0,
48266c2b-f1e5-462a-a5df-b3a6d5963da6,f360c3ad-7dfa-4d72-9acd-533c25c477fc,RealEstate,NE,50.0,0,5,0.0452,0,1,,,,,,,,,,,,,buyer,100000.0,250000.0,3.0,In Progress
0cba9e52-6a85-4b00-9e95-00906ccfe6bf,0c99ab57-ec39-4433-bd35-fead149b10d1,AR,SC,59.0,0,10,-0.0569,0,1,,,41541.45,45245.96,2052.0,1.0,Utility Bill,,,,,,,,,,
b2dae5a0-1f33-4e4f-86a6-ae1b434b2aea,8fc45417-eba1-409c-b12f-3ff319e18cc0,AR,AR,21.0,0,10,-0.0569,0,1,,,9767.68,10645.41,2897.0,1.0,Credit Card,,,,,,,,,,
ac3c85cb-1f1e-4398-b645-f3c395686b62,a0c7a37c-b329-4af2-97fa-5a31f6897c7d,AR,MO,38.0,0,6,-0.0064,0,1,,,31884.35,27404.23,1378.0,0.0,Auto Loan,,,,,,,,,,
83254fdb-e764-4e80-8216-1c64d9daf256,fedde1b6-c0d4-4f1b-9b38-6719b146b7fb,Insurance,MS,12.0,0,7,0.0357,1,1,,,,,,,,home,4.0,150195.0,0.0,0.0,,,,,
61f60d36-a23d-4799-83b6-7b9dea021bcd,f3384f28-58b4-413b-bf79-67e407c23738,AR,FL,2.0,0,0,0.0,0,0,,,682.89,754.21,270.0,0.0,Personal Loan,,,,,,,,,,
56726aa4-0099-4b7d-afea-6e6008d6b8fe,44caeb97-2c30-4a87-8ceb-657ef78bd0d9,Healthcare,SD,26.0,0,0,0.0,1,0,Neurology,ANTHEM009,,,,,,,,,,,,,,,
